{'Input Sentence': 'put it back', 'Target Sentence': 'regresalo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'mary looked through her closet trying to find something suitable to wear', 'Target Sentence': 'mary miro en su armario tratando de encontrar algo adecuado para ponerse', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom can t remember his kindergarten teacher s name', 'Target Sentence': 'tom no puede recordar el nombre de su maestra de jardin de infantes', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do i need an operation ?', 'Target Sentence': 'necesito una operacion ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the place is completely deserted', 'Target Sentence': 'el lugar esta completamente desierto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'is this normal ?', 'Target Sentence': 'es esto normal ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it was once thought that there was intelligent life on mars', 'Target Sentence': 'alguna vez se penso que habia vida inteligente en marte', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he played tennis all day long', 'Target Sentence': 'el estuvo jugando al tenis todo el dia', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'rural environments are too quiet for me', 'Target Sentence': 'los entornos rurales son muy tranquilos para mi', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i really trust his ability', 'Target Sentence': 'realmente confio en su habilidad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i competed with him for the first prize', 'Target Sentence': 'competi con el por el primer lugar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i helped tom do some chores', 'Target Sentence': 'ayude a tom a hacer algunas tareas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i insisted that we change our original plan', 'Target Sentence': 'insisti de que modificaramos nuestro plan original', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'almost no one believed her', 'Target Sentence': 'casi nadie le creia a ella', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i seldom eat dairy products', 'Target Sentence': 'casi nunca tomo productos lacteos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'did you really not know that ?', 'Target Sentence': 'de verdad que no lo sabias ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he found his key and opened the door', 'Target Sentence': 'encontro su llave y abrio la puerta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the adopted child lived a happy life with her new family', 'Target Sentence': 'la nina adoptada vivio una vida feliz con su nueva familia', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'come at ten o clock sharp', 'Target Sentence': 'ven a las diez en punto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he scratched his head out of habit', 'Target Sentence': 'se rasco la cabeza por costumbre', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you look surprised', 'Target Sentence': 'pareces sorprendido', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we can t do anything about that problem at this time', 'Target Sentence': 'no podemos hacer nada respecto a ese problema en este momento', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she was weary with age', 'Target Sentence': 'ella se fue deteriorando con la edad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'there is heavy traffic on this street', 'Target Sentence': 'hay mucho trafico en esta calle', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the boat sank to the bottom', 'Target Sentence': 'el bote se hundio hasta el fondo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what do you want ?', 'Target Sentence': 'que quieres ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'learning a language is not easy', 'Target Sentence': 'aprender un idioma no es facil', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she s asking for the impossible', 'Target Sentence': 'pide lo imposible', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom is a lovable guy', 'Target Sentence': 'tom es un sujeto adorable', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the murderer hid in the mountains', 'Target Sentence': 'el homicida se refugio en la montana', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he is skating', 'Target Sentence': 'esta andando en patineta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom seems to be as fit as a fiddle', 'Target Sentence': 'tom parece estar en plena forma', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we knew that', 'Target Sentence': 'lo conociamos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i knew it would be hard', 'Target Sentence': 'sabia que resultaria duro', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom came back to boston last year', 'Target Sentence': 'tom volvio a boston el ano pasado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t want to do it because it s dangerous and it s stupid', 'Target Sentence': 'no quiero hacerlo porque es peligroso y tonto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you can count on me to be there by', 'Target Sentence': 'estare alli mas o menos a las', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ve forgotten your address', 'Target Sentence': 'he olvidado tu direccion', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ll never forget your kindness', 'Target Sentence': 'nunca olvidare tu amabilidad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i can t complain', 'Target Sentence': 'no me puedo quejar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this store sells ceramics', 'Target Sentence': 'esta tienda vende ceramica', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'christmas is definitely my favorite holiday', 'Target Sentence': 'la navidad es sin duda mi fiesta favorita', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom didn t know that woman at all', 'Target Sentence': 'tom no conocia en absoluto a esa mujer', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'let s get divorced', 'Target Sentence': 'divorciemonos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you ignored me', 'Target Sentence': 'me ignorabas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'stay awake', 'Target Sentence': 'mantente consciente', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom removed the splinter from mary s finger', 'Target Sentence': 'tom retiro la astilla del dedo de maria', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'spring is late this year', 'Target Sentence': 'la primavera se esta retrasando este ano', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the play began exactly on time', 'Target Sentence': 'el juego empezo a la hora exacta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i thought that the bus was free but i had to pay', 'Target Sentence': 'pense que el autobus era gratis pero he tenido que pagar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'such an idea is abhorrent to her', 'Target Sentence': 'semejante idea es repugnante para ella', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom did fairly well on the test he took yesterday', 'Target Sentence': 'a tom le fue bien en la prueba que dio ayer', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it is ten degrees below zero now', 'Target Sentence': 'hace diez grados bajo cero ahora', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'if you want to read the full report visit our site', 'Target Sentence': 'si queres leer el reportaje integro accede a nuestro sitio', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he wrote one letter', 'Target Sentence': 'el escribio una carta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'in late august the allied forces captured paris', 'Target Sentence': 'a finales de agosto las fuerzas aliadas tomaron paris', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'don t be so noisy please', 'Target Sentence': 'no seas tan ruidoso por favor', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she ll come at quarter past three', 'Target Sentence': 'ella vendra a las tres y cuarto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom is going up the stairs', 'Target Sentence': 'tom va subiendo las escaleras', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'could you tell me how to get to park street from here ?', 'Target Sentence': 'podria decirme como se va de aqui a park street ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'can you stay till monday ?', 'Target Sentence': 'puedes quedarte hasta el lunes ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'they were very popular', 'Target Sentence': 'eran muy populares', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the crocodile trapped the gnu as it tried to cross the river', 'Target Sentence': 'el cocodrilo atrapo a un nu mientras este intentaba cruzar el rio', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you should acknowledge your failure', 'Target Sentence': 'deberias reconocer tu derrota', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'let s hope everything goes well', 'Target Sentence': 'esperemos que todo vaya bien', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'how would i know ?', 'Target Sentence': 'como lo iba a saber ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom knows i borrowed the money from mary', 'Target Sentence': 'tom sabe que pedi prestado el dinero a maria', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom had an argument with mary', 'Target Sentence': 'tom tuvo una discusion con mary', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you were alone at that time weren t you ?', 'Target Sentence': 'entonces estabas solo verdad ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'are you sure you just want water ?', 'Target Sentence': 'estas seguro de que solo quieres agua ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom won t listen', 'Target Sentence': 'tom no va a escuchar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'everybody wanted me to do it', 'Target Sentence': 'todos querian que lo hiciera', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he finally reached the hotel', 'Target Sentence': 'finalmente llego al hotel', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i want my own room', 'Target Sentence': 'quiero mi propia habitacion', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what does tom have to do with this ?', 'Target Sentence': 'que tiene que ver tom con esto ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'is this fake ?', 'Target Sentence': 'es esto falso ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do you like the apartment ?', 'Target Sentence': 'te gusta el apartamento ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i can only import gif files', 'Target Sentence': 'solo puedo importar archivos gif', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i watch television in the evening', 'Target Sentence': 'yo veo television por la noche', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i hated tom', 'Target Sentence': 'yo odiaba a tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i think he s lying', 'Target Sentence': 'creo que el esta mintiendo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom found the keys he thought he had lost', 'Target Sentence': 'tom encontro las llaves que penso haber perdido', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'welcome back', 'Target Sentence': 'bienvenido de vuelta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'why can he never do anything ?', 'Target Sentence': 'por que el nunca puede hacer nada ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i want to do a little physical exercise', 'Target Sentence': 'quiero hacer un poco de ejercicio', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this camel is so tame that anyone can ride it', 'Target Sentence': 'este camello es tan manso que cualquiera puede montarlo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she may have left her car key in her room', 'Target Sentence': 'ella debe haber dejado la llave del coche en su habitacion', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom slept on the train', 'Target Sentence': 'tom durmio en el tren', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i wish i could figure out how to control my appetite', 'Target Sentence': 'desearia poder averiguar como controlar mi apetito', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it s late turn off the tv', 'Target Sentence': 'es tarde apaga la tele !', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom leaned forward and gave mary a kiss on the cheek', 'Target Sentence': 'tom se inclino hacia delante y dio a mary un beso en la mejilla', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i really think you d like tom', 'Target Sentence': 'creo de veras que tom te gustaria', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'why don t you go play with tom ?', 'Target Sentence': 'por que no vais a jugar con tom ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i fell asleep while watching tv', 'Target Sentence': 'me quede dormida viendo television', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'take a deep breath and calm down', 'Target Sentence': 'respira profundo y calmate', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'ducks feed on worms crustaceans aquatic insects and algae', 'Target Sentence': 'los patos se alimentan de gusanos crustaceos insectos acuaticos y algas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the school year begins on the th of april', 'Target Sentence': 'el ano escolar empieza el de abril', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you re intelligent', 'Target Sentence': 'sos inteligente', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it s tom s house', 'Target Sentence': 'esta es la casa de tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i know that i m annoying', 'Target Sentence': 'se que resulto molesto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we weren t attacked', 'Target Sentence': 'no fuimos atacados', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'did you forget to buy eggs ?', 'Target Sentence': 'te olvidaste de comprar huevos ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'please take off all of your clothes from the waist down', 'Target Sentence': 'por favor quitate toda la ropa de cintura para abajo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'did she go to that concert ?', 'Target Sentence': 'ella fue a ese concierto ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'have your friends deserted you ?', 'Target Sentence': 'te han abandonado tus amigos ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have to water the flowers', 'Target Sentence': 'tengo que regar las flores', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'don t tell me you ve never been in love', 'Target Sentence': 'no me digas que nunca has estado enamorado', 'Predicted Sentence': '', 'Bleu Score': 0}
