{'Input Sentence': 'the engine is overheating', 'Target Sentence': 'el motor esta sobrecalentado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'school is starting up again', 'Target Sentence': 'reinician las clases', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t see tom often', 'Target Sentence': 'yo no veo a tom muy seguido', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'breathe in', 'Target Sentence': 'inspira', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t want to go by plane if i can help it', 'Target Sentence': 'no quiero ir en avion si puedo evitarlo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ve always hated biology', 'Target Sentence': 'siempre he odiado la biologia', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m not tired at all', 'Target Sentence': 'no estoy nada cansado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he s very sick', 'Target Sentence': 'esta muy enfermo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the policeman arrested him for drunken driving', 'Target Sentence': 'el policia lo detuvo por conducir ebrio', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'why do some people burp after they eat ?', 'Target Sentence': 'por que algunas personas eructan despues de comer ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he caught a boy stealing his watch', 'Target Sentence': 'el atrapo a un chico robando su reloj', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t really remember', 'Target Sentence': 'realmente no recuerdo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the hotel is down there', 'Target Sentence': 'el hotel esta alli abajo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i want you to work for me', 'Target Sentence': 'quiero que trabajes para mi', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'where s my lawyer ?', 'Target Sentence': 'donde esta mi abogado ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what are we doing here ?', 'Target Sentence': 'que hacemos aqui ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i agree with you', 'Target Sentence': 'estoy de acuerdo con usted', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i am fully convinced of your innocence', 'Target Sentence': 'estoy completamente convencido de tu inocencia', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he looks happier this time', 'Target Sentence': 'el se ve mas feliz esta vez', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he learned golf by watching others and following their example', 'Target Sentence': 'el aprendio a jugar al golf observando a otros y siguiendo su ejemplo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you can use a dictionary for this exam', 'Target Sentence': 'puedes usar un diccionario en este examen', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'they crashed', 'Target Sentence': 'se estrellaron', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'hi how s it going ?', 'Target Sentence': 'hola ! que tal estas ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom had lunch with mary', 'Target Sentence': 'tom almorzo con mary', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'these garments are made of percent wool', 'Target Sentence': 'esta ropa esta hecha cien por ciento de lana', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you apparently enjoy doing that', 'Target Sentence': 'parece que disfrutas haciendo eso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we congratulated him on winning a gold medal', 'Target Sentence': 'nosotros lo felicitamos por ganar una medalla de oro', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'did you miss me ?', 'Target Sentence': 'me has echado de menos ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my aunt has been dead for two years', 'Target Sentence': 'mi tia lleva muerta dos anos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom will be arriving an hour late', 'Target Sentence': 'tom llegara una hora tarde', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'seven years after his death they discovered who was responsible', 'Target Sentence': 'siete anos despues de su muerte descubrieron quien fue el culpable', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'they abandoned the ship', 'Target Sentence': 'abandonaron el barco', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'kyoto gets lots of visitors from all over the world', 'Target Sentence': 'kioto recibe muchos turistas de todo el mundo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'a dna test showed she was innocent', 'Target Sentence': 'una prueba de adn mostro que era inocente', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'where s my bottle ?', 'Target Sentence': 'donde esta mi botella ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she is carefree', 'Target Sentence': 'ella es despreocupada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i saw one', 'Target Sentence': 'veia a uno', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'does tom still play the guitar ?', 'Target Sentence': 'sigue tom tocando la guitarra ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it s obviously a lie', 'Target Sentence': 'es obvio que es una mentira', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom has actually never been to boston', 'Target Sentence': 'tom en realidad nunca ha estado en boston', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom complained about his low salary', 'Target Sentence': 'tom se quejaba sobre su mal salario', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom overheard mary talking about him', 'Target Sentence': 'tom oyo por casualidad a mary hablar acerca de el', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'every house had a garden', 'Target Sentence': 'cada casa tenia un jardin', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he is poor but honest', 'Target Sentence': 'el es pobre pero honesto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what time does she get up ?', 'Target Sentence': 'a que hora se levanta ella ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m good at cooking', 'Target Sentence': 'soy buena para cocinar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ve always wanted to know what that meant', 'Target Sentence': 'siempre he querido saber que significaba eso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i can sell this for you if you want me to', 'Target Sentence': 'puedo venderte esto si quieres', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we know who did this', 'Target Sentence': 'sabemos quien lo hizo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'dig quickly', 'Target Sentence': 'caven rapido', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom isn t lost', 'Target Sentence': 'tom no se ha perdido', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'stop following me', 'Target Sentence': 'deja de seguirme', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you should ve known better', 'Target Sentence': 'deberias haberlo sabido', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do whatever it takes', 'Target Sentence': 'haz lo que sea necesario', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we don t want to scare the children', 'Target Sentence': 'no queremos asustar a los ninos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do you like english ?', 'Target Sentence': 'le gusta el ingles ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom pitied mary', 'Target Sentence': 'tom se apiado de mary', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'don t say that', 'Target Sentence': 'no digas eso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we use chopsticks in place of knives and forks', 'Target Sentence': 'usamos palillos en vez de tenedor y cuchillo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom didn t participate in the discussion', 'Target Sentence': 'tom no participo en la discusion', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have no choice but to eat what they serve me', 'Target Sentence': 'no tengo mas opcion que comer lo que ellos me sirvan', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he got the first prize', 'Target Sentence': 'gano el primer premio', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'that s how it looks to me', 'Target Sentence': 'asi me parece', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'few people were killed in the car accident', 'Target Sentence': 'pocas personas fallecieron en el accidente de carro', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'why are you so depressed ?', 'Target Sentence': 'por que estas tan deprimido ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'leave that there', 'Target Sentence': 'deja eso ahi', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we are men', 'Target Sentence': 'somos hombres', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'children should obey their parents', 'Target Sentence': 'los ninos deberian obedecer a sus padres', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'may i join you ?', 'Target Sentence': 'puedo unirmeles ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you know i can t', 'Target Sentence': 'sabes que no puedo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i bought a book yesterday', 'Target Sentence': 'ayer compre un libro', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom looks perky', 'Target Sentence': 'tom se ve contento', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the nation was growing', 'Target Sentence': 'la nacion estaba creciendo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she asked him why he was crying but he didn t answer', 'Target Sentence': 'ella le pregunto por que lloraba pero el no respondio', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the japanese take off their shoes before entering a house', 'Target Sentence': 'los japoneses se quitan los zapatos al entrar en una casa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i was absolved from paying my father s debt', 'Target Sentence': 'se me perdono pagar la deuda de mi padre', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what s the best way to travel ?', 'Target Sentence': 'cual es la mejor manera de viajar ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he lost his father when he was three years old', 'Target Sentence': 'perdio a su padre cuando tenia tres anos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i respect your opinion', 'Target Sentence': 'respeto tu opinion', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'there s something there', 'Target Sentence': 'hay algo ahi', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'please listen to what i have to say', 'Target Sentence': 'por favor escucha lo que tengo que decir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the comparison is apt', 'Target Sentence': 'la comparacion es apropiada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom is insanely jealous', 'Target Sentence': 'tom es terriblemente celoso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he is such a bad person that everybody dislikes him', 'Target Sentence': 'el es una persona tan mala que todos lo odian', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom grabbed the rope that was lowered from the helicopter', 'Target Sentence': 'tom agarro la cuerda que le arrojaron del helicoptero', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'turn it over', 'Target Sentence': 'volteala', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'cabbage can be eaten raw', 'Target Sentence': 'el repollo puede ser comido crudo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i went back outside', 'Target Sentence': 'volvi a salir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i saw the news', 'Target Sentence': 'vi las noticias', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t like to drive', 'Target Sentence': 'no me gusta conducir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tell me where to go', 'Target Sentence': 'indicame adonde ir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'did you watch tv tonight ?', 'Target Sentence': 'has visto la television esta noche ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom told me that he wasn t feeling very good', 'Target Sentence': 'tom me dijo que no se sentia muy bien', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he looks a bit tired', 'Target Sentence': 'parece un poco cansado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the teacher wants us to divide the work on this project', 'Target Sentence': 'el profesor quiere que dividamos el trabajo en este proyecto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'don t even think about that', 'Target Sentence': 'ni siquiera pienses acerca de eso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i was amazed at his courage', 'Target Sentence': 'me sorprendio su coraje', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he bowed to his teacher', 'Target Sentence': 'el se inclino ante su profesor', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'can this get any worse ?', 'Target Sentence': 'se podria poner peor ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i met her on my way to school', 'Target Sentence': 'me la encontre de camino a la escuela', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we have to notify the police', 'Target Sentence': 'hay que avisar a la policia', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you re good with kids', 'Target Sentence': 'eres bueno con los ninos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the total is approximately ten thousand dollars', 'Target Sentence': 'en total son unos diez mil dolares', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'who gave those flowers to you ?', 'Target Sentence': 'quien te dio esas flores ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i hope no one sees me like this', 'Target Sentence': 'espero que nadie me vea de esta guisa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it s not cold', 'Target Sentence': 'no hace frio', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do you spend more time at home or at work ?', 'Target Sentence': 'pasas mas tiempo en casa o en el trabajo ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i knew you wouldn t fall for it', 'Target Sentence': 'yo sabia que tu no ibas a caer en eso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'visiting tom was a mistake', 'Target Sentence': 'fue un error visitar a tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'why should i listen to you ?', 'Target Sentence': 'por que deberia escucharte ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i can t afford to buy it', 'Target Sentence': 'no me puedo permitir comprarmelo', 'Predicted Sentence': '', 'Bleu Score': 0}
